ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	AveExpr	RANGE_STRAND
8115490	8115490	0.000226918748555559	0.00000244217143331054	20.2801627045991	7.40971301266339	0.500350973754825	ADAM19	3.12293197318835	-
7973352	7973352	0.000228891744025169	0.00000247863959681969	20.2243945951031	7.39645481405528	0.503531296351137	LRP10	2.98661311659058	+
8023995	8023995	0.000231767429716521	0.00000254193839738717	20.1298607733113	7.37385885610543	0.483353762692781	FSTL3	3.0841543259867	+
8006531	8006531	0.000237579130951119	0.00000263151910152844	20.0007268484645	7.34274306423647	0.509970932787717	SLFN5	2.88677579338507	+
8083616	8083616	0.000241387579857624	0.00000270146968387222	19.9034500235833	7.31911124793984	0.615367962119498	MLF1	2.50850637261128	+
8113709	8113709	0.000245387557943566	0.00000279361866766284	19.7797514146026	7.28881943721593	0.434671467333941	LOX	3.22189979891002	-
7968344	7968344	0.000245926613311352	0.00000280767675232477	19.7613043796806	7.28427873250352	0.638699065662511	ALOX5AP	2.68647487969765	+
7909332	7909332	0.000247082583671859	0.00000284127133998286	19.7176599897303	7.27351149844299	0.484979179647908	CD55	3.1232568734818	+
8106403	8106403	0.0002499236301037	0.00000292103132455734	19.6164369916214	7.24840752065935	0.408203111431589	F2RL1	2.99402490617728	+
7926368	7926368	0.0002547903801599	0.00000305287143008908	19.4560780442271	7.2082564347974	1.24855142423895	VIM	2.91942738998702	+
8095262	8095262	0.0002547903801599	0.00000307362322395154	19.4315833763645	7.20208188869798	0.707001723134161	REST	2.63157676039509	+
8025918	8025918	0.0002547903801599	0.00000310799750282681	19.3914359986461	7.19193768756259	0.670597868069378	CNN1	2.9546882825698	+
8009040	8009040	0.0002547903801599	0.00000311011092756508	19.3889847628525	7.1913173575256	0.4329033020996	MRC2	2.87033848063843	+
7952313	7952313	0.0002547903801599	0.00000312492212701522	19.3718611664294	7.18698081037814	0.771087746752464	MIRLET7A2	2.44660715181659	-
8072817	8072817	0.0002547903801599	0.00000313676683947615	19.3582360532273	7.18352636451614	0.516036202463556	CDC42EP1	2.92360406206435	+
7943398	7943398	0.0002547903801599	0.00000314536560390458	19.3483828150022	7.18102607157337	0.586341580700841	YAP1	2.98094477764655	+
8145736	8145736	0.000260918336907099	0.00000328559645806718	19.1920458032714	7.14111211146727	0.560411633728465	NRG1	2.79614815812547	+
7979085	7979085	0.000261099308544346	0.00000329595364889988	19.1808127763109	7.13822653875938	0.402558168069397	PYGL	2.9251019831131	-
8128991	8128991	0.000265438639166567	0.00000340821865827558	19.0616665019704	7.1074724439298	0.900979926917816	LAMA4	2.56026083312683	-
7951372	7951372	0.000271494647423689	0.00000350598547241768	18.9616235346578	7.08143957524816	0.80571444309634	CASP4	2.55008242721833	-
8096116	8096116	0.000271494647423689	0.00000352466210683067	18.9428869794818	7.07654255462141	0.644351860515471	AGPAT9	2.42954250354712	+
8067140	8067140	0.000271494647423689	0.00000355221329342295	18.9154604539905	7.06936204392283	0.684634730084374	CYP24A1	2.28137243282578	-
8129573	8129573	0.000271494647423689	0.0000035610533907048	18.9067135638418	7.06706895925418	0.338146596260992	MOXD1	3.15101233433585	-
7902687	7902687	0.000280167896835505	0.00000379950947798079	18.6800046208898	7.00711242669649	0.691284070262759	CYR61	2.89852709131018	+
8048940	8048940	0.000280167896835505	0.0000038015083557406	18.6781758472965	7.00662465699833	0.664446253025096	SP100	2.27381710581122	+
8029006	8029006	0.00029168080714096	0.0000040159017102728	18.4883631248079	6.95563395917956	0.785635814500142	AXL	3.01042751529789	+
7952268	7952268	0.000302369355350235	0.00000426597029917723	18.2815411572759	6.89924217081194	0.441291669002009	THY1	2.94791355861598	-
8114797	8114797	0.00030399010726631	0.00000433586335354007	18.2262863909997	6.88402740103873	0.470144873237994	SPRY4	2.60314299092502	-
8149774	8149774	0.000307503751616658	0.00000442528661305755	18.1571064703676	6.86488862408245	0.776183795306788	LOXL2	2.97904693679524	-
8171297	8171297	0.000311066633659951	0.00000453303995711261	18.0759072184472	6.84229665359499	0.307346926561971	MID1	3.26705504480136	-
8122365	8122365	0.000320189502789555	0.00000472478657326911	17.9369009615674	6.80329700102603	0.660641561972719	GPR126	3.00283719189667	+
8078330	8078330	0.000320189502789555	0.00000473532942462817	17.9294519553458	6.80119546314364	0.661162614468984	RBMS3	2.72501263943395	+
8120362	8120362	0.000322086904143033	0.00000481138618886612	17.8762881682798	6.78616209943657	0.653575885412529	BEND6	2.47194952693493	+
8170428	8170428	0.000322086904143033	0.00000484311238555472	17.8544040976499	6.77995614575542	0.616655218551252	MTM1	2.47623420598421	+
7946089	7946089	0.000323469506945487	0.0000048939262057592	17.819704154483	6.77009459008917	0.763291351409023	TRIM5	2.49959562917469	-
7952205	7952205	0.000324688097237543	0.00000494190515146844	17.787328434858	6.7608700073599	0.429383372933147	MCAM	3.12798275398419	-
7919326	7919326	0.000329651423139459	0.00000504865116964302	17.7166100879416	6.74064125896517	0.670945903354617	ACP6	2.6528981280496	-
8055624	8055624	0.000335372145393052	0.00000520889876511594	17.6136971734953	6.71100717826441	0.610034067872444	ZEB2	2.65270623361745	-
8056184	8056184	0.000336218541119752	0.00000525061419223475	17.5875193929333	6.70343184848611	0.762742541468838	ITGB6	2.55421498826899	-
8109407	8109407	0.000339555350248555	0.00000531843252428134	17.5454810884508	6.69123490512574	0.586383681376736	GALNT10	2.96657815233264	+
7937330	7937330	0.000339555350248555	0.00000532639963417027	17.5405841228319	6.68981154268688	0.60717167023113	IFITM2	2.81829763998278	+
8145669	8145669	0.000345538787050678	0.00000544163988146391	17.4707046027979	6.6694417125126	0.793414524010629	RBPMS	2.75456747657353	+
7917875	7917875	0.000350296744355737	0.00000554908366418543	17.4071091398889	6.65080818703066	0.395364580092811	F3	2.60848450182365	-
8122099	8122099	0.000351708925116961	0.00000558233589879648	17.3877214405947	6.64510937780458	0.829741127194974	ENPP1	2.86796958827344	+
8097692	8097692	0.000359184378126554	0.00000575655171156693	17.2883262591069	6.61575882140368	1.59686153684231	EDNRA	2.59345712565875	+
7965681	7965681	0.000359650616787573	0.00000581966129079857	17.2531935174265	6.60533032708382	0.697672777538922	IKBIP	2.65398448313207	-
8094625	8094625	0.00036186040651322	0.00000588650597362228	17.2164687134777	6.59439887309791	1.06552627677059	KLHL5	2.35007892060585	+
8115099	8115099	0.000362673711400806	0.00000593590524213442	17.1896434968747	6.58639441879357	0.643519257956729	PDGFRB	2.80915158483082	-
8149835	8149835	0.000372679918611748	0.00000616486641960198	17.0686633177045	6.5500868192895	0.768145351274713	NEFL	3.04069480559055	-
7958019	7958019	0.000377877978475141	0.00000626659436473734	17.0166022392836	6.5343571425928	0.807241619670192	DRAM1	2.64934276535073	+
8095986	8095986	0.000381935406922886	0.00000640358520675469	16.9480501884768	6.5135472130645	0.577870210304857	ANXA3	2.95868585719812	+
7920291	7920291	0.000381935406922886	0.00000643035066479432	16.9348585772608	6.50952991436541	0.519922991707713	S100A16	2.61499770969719	-
8077899	8077899	0.000381935406922886	0.00000643683817364559	16.9316709061065	6.50855853729292	0.537768654159174	PPARG	2.76255877615044	+
7962058	7962058	0.000381935406922886	0.00000644023380381092	16.9300039575209	6.50805047265037	0.70695584174771	TMTC1	2.44782148890173	-
7945371	7945371	0.000386629302918211	0.0000065313449272406	16.8856601527153	6.49451069336175	0.985945673006074	IFITM3	2.74501903230759	-
7988563	7988563	0.000387419619961886	0.00000655668240831508	16.8734580706938	6.4907767000188	0.611830737852938	SHC4	2.33223172926675	-
8169022	8169022	0.000389332424457693	0.00000660110047965149	16.8522008700453	6.48426319304103	0.738212898937716	WBP5	2.53768705556072	+
7974461	7974461	0.000391242234058011	0.00000664558604306328	16.8310799608178	6.47778069036622	0.444460633033382	LGALS3	2.73638035634519	+
7902495	7902495	0.000392041078146485	0.00000669554392304878	16.8075589841762	6.47054890104136	1.06267461778875	NEXN	2.46531105616714	+
7956261	7956261	0.000393839084261001	0.0000068237333989097	16.7481411979832	6.4522206415932	0.710084811957876	RBMS2	2.96649934657083	+
8093440	8093440	0.000395152117223375	0.00000687093499209606	16.7265936869485	6.44555282995226	0.292383247273993	FGFRL1	3.00858348399923	+
7979813	7979813	0.0003999313114511	0.0000069778522699889	16.6784256115441	6.43060641460218	0.650915258433271	ZFP36L1	2.96489250851694	-
8116610	8116610	0.0003999313114511	0.00000706617242764739	16.6392884105785	6.41842042045785	0.643981758954819	NQO2	2.66094088423457	+
8092578	8092578	0.000400162290421547	0.00000717118152014915	16.5935006112388	6.40411581789531	0.908939478650374	ETV5	2.54743311453128	-
7928429	7928429	0.000402761225340019	0.00000726108491397224	16.5549239526187	6.39202383518021	0.465959801584134	PLAU	2.86201525865088	+
8069269	8069269	0.000402761225340019	0.00000726492974763254	16.5532867619569	6.39150983613073	0.41036542803071	COL6A1	2.98418216845087	+
7929388	7929388	0.000405039574338685	0.00000737153714265205	16.5082947682746	6.37735842801617	0.952039675472215	PLCE1	2.6733196404725	+
8081838	8081838	0.000406632075175813	0.00000742281873561244	16.4869249523346	6.37061926496018	0.625788828112979	ARHGAP31	2.51369111677479	+
7949503	7949503	0.000409362691681735	0.00000748532999547988	16.4611100643369	6.36246307283762	0.460614133271112	EFEMP2	2.85282488624542	-
8046695	8046695	0.000409800201502199	0.00000750600907426446	16.4526263246327	6.35977899537844	0.512611852277425	ITGA4	2.85589175430907	+
8163257	8163257	0.000413348227576125	0.00000758378450396466	16.4209636806624	6.34974562777437	0.796819000345253	LPAR1	2.64395096616531	-
7930537	7930537	0.000414879773340839	0.00000773604693301525	16.3600724970013	6.33037914986824	0.574455882768021	TCF7L2	2.73304139869594	+
8101788	8101788	0.000418742816562964	0.00000785123046970436	16.3149418898873	6.31596468686358	0.509820186960935	UNC5C	2.5246085771474	-
7928944	7928944	0.000419188339167727	0.00000789318637497813	16.2986967810254	6.31076339579649	0.449714685536415	PAPSS2	3.04219052838432	+
8112803	8112803	0.000423437103394893	0.00000805710895664921	16.2361900883671	6.29068730432977	0.476268222578522	LHFPL2	2.8904539554881	-
8136200	8136200	0.000429052750039807	0.00000821706173307264	16.1766276181522	6.27146337610312	0.90941437258495	CPA4	2.78217321095986	+
7912706	7912706	0.000429178062058508	0.00000824631285561264	16.1658832597133	6.26798584981755	0.597274830742098	EPHA2	2.81164250786696	-
7993458	7993458	0.000430463605999469	0.00000829735548212212	16.1472418796633	6.26194526780145	0.554830118275079	C16orf45	2.80350960165666	+
8070194	8070194	0.000434264777522635	0.00000841226429650516	16.105766648618	6.24847316512965	0.355376987587543	RUNX1	3.01708948021063	-
7958202	7958202	0.000435712686937829	0.00000850637992196313	16.0722915842951	6.23756697888152	0.6272141267486	CHST11	2.89359559557909	+
7907657	7907657	0.000436690069355365	0.00000856085362289984	16.0531154855512	6.23130618654959	0.895701222549737	RALGPS2	2.46405245459276	+
7939642	7939642	0.000437201643110405	0.0000086562254831655	16.0198865447095	6.22043442786416	0.715321966041147	CREB3L1	2.83268976057661	+
8020220	8020220	0.000437201643110405	0.00000871954292557016	15.998063601693	6.21327863671891	0.285511919646374	TUBB6	3.10252834221441	+
7907830	7907830	0.000438219263623597	0.00000877224911248004	15.980040093428	6.20735920744635	0.473745271327021	QSOX1	3.06581154624631	+
7905909	7905909	0.000456157751918344	0.00000939949453227366	15.774882557524	6.13936960862553	0.441385812224261	EFNA4	2.84195449275869	+
8090098	8090098	0.000456737347392414	0.00000944819813352464	15.7596325621778	6.13427054244667	0.445503971700832	MYLK	2.74362420407726	-
7993126	7993126	0.000456737347392414	0.00000946796271009305	15.753470352022	6.13220832532454	0.405485078329053	ABAT	2.79943276294682	+
8122464	8122464	0.000457126492191052	0.00000949017283686137	15.7465637571422	6.12989577060567	0.634206077248511	UTRN	2.8180220450016	+
8105267	8105267	0.000460705468175504	0.00000960330141971765	15.7116782099719	6.11819511794123	0.717273821556037	ITGA2	2.59849015761669	+
8025601	8025601	0.000469216810172383	0.00000988634781496219	15.6264786302836	6.0894792767534	0.74451142312896	ICAM1	2.91845712041241	+
7964834	7964834	0.000487960548952182	0.0000104473150211047	15.4658246288447	6.03478660017678	0.568913188773577	CPM	2.69349190444978	-
8122660	8122660	0.000487960548952182	0.0000104473469222768	15.4658157844028	6.0347835693843	0.546106610101353	UST	2.68856650848336	+
7918064	7918064	0.00049161197678776	0.0000105918669496168	15.4260721763789	6.02114212677616	0.571364856593429	COL11A1	2.70975452165355	-
7903162	7903162	0.000498356582006581	0.0000108086991116182	15.3676273763256	6.00100082951378	0.503226856083612	TMEM56	2.75642944181184	+
7960919	7960919	0.00050104791766978	0.0000110652752181934	15.3002317489683	5.97765451764782	1.23236380436327	MFAP5	2.69646040298551	-
7920123	7920123	0.00050104791766978	0.0000111280121689648	15.2840327610675	5.97202375078372	0.384914832154824	S100A10	3.35292124115766	-
8107044	8107044	0.000509341445330072	0.0000113786140348216	15.2203846201661	5.94982671914596	0.491036931124579	ERAP2	2.86486752198341	+
8009075	8009075	0.000513232049518595	0.0000115124295628533	15.187071729117	5.93816241830254	0.386787828472561	TANC2	2.96806213123133	+
8109344	8109344	0.000520445738185467	0.0000118519873947582	15.1045508892289	5.90912949505811	0.53527174657249	GM2A	2.69066316051426	+
8132860	8132860	0.000520979467439333	0.0000119214728681591	15.0880079524469	5.9032853562856	0.562645550044888	EGFR	2.74215115399498	+
7912145	7912145	0.000536606243911579	0.0000126597595077972	14.918968300423	5.84310594105995	0.529900463337145	TNFRSF9	2.84225516299276	-
8023528	8023528	0.000536606243911579	0.0000126676329353837	14.9172287498664	5.84248223433439	0.676259195102982	ALPK2	2.44396818790757	-
8145865	8145865	0.000539558161417271	0.0000128026067319844	14.8876045824861	5.83184673223293	0.411672553831115	GPR124	2.99535806063474	+
7963534	7963534	0.000552083710540639	0.0000133063089171485	14.7802192216248	5.79307232475192	0.50007200929537	KRT4	2.77402731851856	-
8050007	8050007	0.000556150894016179	0.0000134559573998531	14.7492367143987	5.78182026982356	0.528428665100356	PXDN	2.98345739893986	-
7962250	7962250	0.000561230980032085	0.0000136656904577597	14.7064920316971	5.76624838183389	0.831031357381828	CPNE8	2.34827239407481	-
7934916	7934916	0.000573079281251614	0.0000140960375172499	14.6211590620678	5.73499366569073	0.692425856624964	CH25H	2.66182091307901	-
8123739	8123739	0.00057747298085257	0.0000142219761999519	14.5967668169788	5.72601820037447	0.598749619687061	NRN1	2.666536375599	-
8081288	8081288	0.0005798947862477	0.0000143354455063863	14.5750068980991	5.71799573010087	0.741077146158521	TMEM45A	2.53877503540821	+
8139488	8139488	0.000589790012684102	0.0000148172856749324	14.4848165387408	5.68458648643094	0.428891962420533	IGFBP3	2.87332654758024	-
8060997	8060997	0.000590838138485043	0.0000149898602629169	14.4533523343714	5.67287103449743	0.677600400800797	SPTLC3	2.49146970515402	+
7985268	7985268	0.000607148629771835	0.0000157230099043664	14.3242903640054	5.62448689091731	0.524471327854972	FAH	2.73540161932319	+
8008885	8008885	0.000611429571038958	0.0000160341293032105	14.2716502234173	5.60459941128764	0.449716623964124	MIR21	2.94928004825553	+
7951284	7951284	0.000626952807390075	0.000016779003693958	14.1503684672585	5.55843707579028	1.08300393848049	MMP3	2.63502776691888	-
8112731	8112731	0.000628600740746444	0.0000168814530171688	14.1341851104312	5.55224100426497	1.26591008139894	F2RL2	2.69867134176175	-
8146863	8146863	0.000631377072898017	0.0000170140257987039	14.1134144067507	5.54427596512866	0.496304638616005	SULF1	2.88650060192903	+
7951309	7951309	0.000639063786897046	0.0000174257442316607	14.0501059728764	5.5199108719386	0.649302392225243	MMP13	2.43811099373103	-
8073062	8073062	0.000639340893194543	0.000017491045786814	14.0402269630865	5.51609681601324	0.493182403432624	APOBEC3B	2.57778294586846	+
8103166	8103166	0.000639884413229046	0.0000175408431088436	14.0327226650945	5.51319741102104	0.764965013083875	SH3D19	2.48009750910599	-
8019622	8019622	0.000653030720639849	0.0000180515616523898	13.9571797374503	5.48390543148239	0.495238445324082	TMEM106A	2.7762994598893	+
7972297	7972297	0.000653030720639849	0.0000180574370353758	13.9563253989383	5.48357306558709	0.564406935840933	ABCC4	2.58471290895026	-
8180034	8180034	0.000653330408100725	0.0000181053567115733	13.9493696232178	5.4808661255854	0.485614152243412	TAP2	2.65360394581547	-
8105495	8105495	0.000656491921469345	0.0000183768429130929	13.9103677193254	5.4656577742015	0.895919613398781	PART1	2.64747402227024	+
7949588	7949588	0.000657116640822042	0.000018429452589636	13.9028883639051	5.46273541358168	0.484714658286559	CD248	2.92611668910237	-
7997504	7997504	0.000694340151146436	0.0000201507088820073	13.6711972097543	5.37126149631702	0.429847265754751	CDH13	2.91119741095744	+
7971461	7971461	0.000716097412401566	0.000020954770303201	13.5708313108464	5.33105848416102	0.401557805595523	LCP1	3.10313820885811	-
8146092	8146092	0.000716879597659831	0.0000210044546574629	13.564779023094	5.32862283025514	0.784018173564683	IDO1	2.40723894522998	+
8105302	8105302	0.000731314376115175	0.0000216536573107955	13.487214217413	5.29729310662076	0.562728622859998	FST	3.02166036096568	+
7990345	7990345	0.000736624782029515	0.0000220654550801322	13.4394213994067	5.27788204023677	0.442642727988511	SEMA7A	2.88145483889518	-
8105040	8105040	0.000736624782029515	0.0000220700817022677	13.4388904264297	5.27766592578048	1.07190981269892	OSMR	2.56090793375276	+
7962000	7962000	0.000738391150177198	0.0000223729193485942	13.4044179493093	5.2636133865547	0.44814783168808	PTHLH	2.75075015851704	-
7922976	7922976	0.000742502577556253	0.0000227200596888442	13.3655728266001	5.24772699751191	0.515706235834502	PTGS2	2.79085650205755	-
8167965	8167965	0.000747381882207968	0.0000231699714109212	13.3162560075453	5.22747920105485	0.728333188470146	MSN	2.75907800992497	+
8048749	8048749	0.000749455531853009	0.0000234071021913844	13.2907152038473	5.21695818939603	0.542980488518741	KCNE4	2.5964581401654	+
8114805	8114805	0.000749455531853009	0.0000237728833682967	13.2519100023829	5.20092746535584	0.821945876549312	FGF1	2.47600391928943	-
8116418	8116418	0.000749455531853009	0.0000239349593718048	13.2349399817668	5.19389963069687	0.676084786576645	GFPT2	2.76225429721031	-
8113039	8113039	0.000770928875188662	0.0000249733155633343	13.1293385347174	5.1499271690846	0.452248872132633	MEF2C	2.79851526285526	-
8006433	8006433	0.000817236270467308	0.0000270043729110821	12.9369903773919	5.06875831227245	0.589499886140058	CCL2	3.21197397468707	+
8105191	8105191	0.000822101621876941	0.0000273940610365232	12.9020354446306	5.05385647305579	0.50061384431159	PARP8	2.65186580381707	+
8162373	8162373	0.000825719758780684	0.0000275657194927248	12.8868231687181	5.04735655804521	0.978071039036223	OGN	2.57169652921672	-
8159142	8159142	0.000858169649447789	0.0000292862573355067	12.7402557729446	4.98427093673811	0.355168045028434	COL5A1	2.8927839148376	+
8121257	8121257	0.000880266553686329	0.0000308212388866842	12.6178139097881	4.93092205773424	0.470896610602845	PRDM1	2.66777476335119	+
8092095	8092095	0.000897303736799813	0.0000318876632892351	12.5369028416376	4.89533997935703	0.691349392143255	TNIK	2.60339457169183	-
7950810	7950810	0.000897303736799813	0.0000318988271892264	12.536072758436	4.89497356838328	0.613960854968171	SYTL2	2.35463673391278	-
8108713	8108713	0.00090347812546876	0.0000322667070869403	12.5089092306687	4.8829677894244	0.79600894790835	PCDHB8	2.6517438565329	+
7963353	7963353	0.000906150706140634	0.0000325179638241109	12.490565785946	4.87484338677195	0.616936619363782	KRT81	2.93390094592661	-
7992828	7992828	0.000906386838061079	0.0000326423773863153	12.481544462525	4.87084277634297	0.351915995910242	IL32	2.86138257557577	+
8019851	8019851	0.000909557454241107	0.0000327897261566117	12.4709123462263	4.86612358337861	0.435652247069893	ADCYAP1	2.95123470960714	+
8026407	8026407	0.000912574327489653	0.0000330545277997096	12.4519460255648	4.8576936946202	0.577067741832462	SYDE1	2.87706097187471	+
8054722	8054722	0.000912574327489653	0.0000331193244684683	12.4473322400985	4.85564079871193	0.562532782040122	IL1B	2.55057624799397	-
8108716	8108716	0.000951685978140159	0.0000351184525205011	12.3099943055449	4.79413102713112	0.565101762672019	PCDHB16	2.70492103875059	+
7938035	7938035	0.000951686594229305	0.0000351821691531435	12.3057695071927	4.7922264601616	0.760937188189867	TRIM22	2.26243772449983	+
7902541	7902541	0.00095239459493514	0.0000354635140178989	12.2872218120592	4.78385621565145	0.720918430239997	IFI44L	2.27816814280674	+
8179495	8179495	0.000953400396014855	0.000035603919370995	12.278030293763	4.77970291445967	0.468670226757577	PSMB9	2.73710816850166	+
8082869	8082869	0.000953408290353861	0.0000356612933946452	12.2742866328429	4.77801028069858	0.863692793252983	PPP2R3A	2.33410407981976	+
8051583	8051583	0.000954746698997765	0.0000358421260052737	12.2625335486377	4.77269250073206	0.948795311786507	CYP1B1	2.65565126029037	-
8083272	8083272	0.000954746698997765	0.0000359100372571167	12.2581377358148	4.77070208901319	0.525298208594977	GYG1	2.59401331129266	+
7976567	7976567	0.000954747511208396	0.0000360851308413072	12.2468491655201	4.76558693524529	0.482312288631195	BDKRB1	2.89787421952638	+
8114572	8114572	0.000967220991098083	0.0000367825627816491	12.2025165066966	4.74544665622716	0.481379437549639	HBEGF	3.04969572102663	-
8141625	8141625	0.000972455209509888	0.0000370676902978306	12.1846765070446	4.73731851079619	0.453215621156841	EPHB4	3.00313167042382	-
8138602	8138602	0.000975619144412823	0.0000372495037019781	12.1733849029697	4.73216692405513	0.706339013024922	DFNA5	2.49404359962967	-
8103508	8103508	0.000989214916801425	0.0000389664921207251	12.0698505296371	4.6846774832247	0.564346575216523	MARCH1	2.69014905887899	-
7970793	7970793	0.000990201188114017	0.0000393935591512394	12.0449313697088	4.67317871547199	0.759181575038577	SLC46A3	2.26874632710687	-
7972336	7972336	0.000990201188114017	0.0000394977309276225	12.0389012461062	4.6703921230766	0.501972434639717	DZIP1	2.49955400530768	-
8123621	8123621	0.00102056012103393	0.0000421803958320276	11.8897638925909	4.60096939405477	0.579620718228586	SERPINB6	2.77212783786182	-
8092839	8092839	0.00102253645841498	0.0000423301810389296	11.8817682488633	4.59721985564953	0.524099974985002	LRRC15	3.03164017938597	-
8037272	8037272	0.00103292538728628	0.0000430159206487216	11.8455836561212	4.58021573113132	0.677194063033887	PSG5	2.53869446285672	-
8116921	8116921	0.00103510513216173	0.0000431387213583074	11.839175523188	4.57719830917189	0.851109115188943	EDN1	2.68701213356688	+
7954613	7954613	0.00103791531819408	0.0000432879505252196	11.8314171206813	4.57354263213339	0.523794400542182	CCDC91	2.53162483671251	+
8131844	8131844	0.00104586907079631	0.0000439075322222621	11.7995386936027	4.55849364496332	0.615201713637768	GPNMB	2.72391301899981	+
8161701	8161701	0.00106159025110336	0.0000447351852356913	11.7577715101369	4.53870749058613	0.40773654580376	TMEM2	2.8977866055297	-
8125483	8125483	0.0010796367267358	0.0000460969240708951	11.6909941427381	4.50690985284683	1.08246672449402	TAP2	2.45012149297586	-
8142435	8142435	0.00108388481009468	0.0000464459782179119	11.674250590283	4.4989052705469	0.6097847605583	PPP1R3A	2.29836082174742	-
8046922	8046922	0.00110512433456127	0.0000481767330032123	11.5933623398877	4.46005440790044	0.470142178065563	COL3A1	2.80641458876131	+
8166705	8166705	0.00117496448968008	0.0000520574595223501	11.423802489563	4.37763033027997	0.645363116027255	PRRG1	2.53424159183808	+
8090823	8090823	0.00118481660460438	0.0000527139097621084	11.3965938047159	4.36427829826041	0.598379416372795	SLCO2A1	2.87108407138288	-
8081081	8081081	0.00120120828689018	0.0000540749994562422	11.3414286380406	4.33709925015501	0.5956670915222	EPHA3	2.65804321629778	+
8127932	8127932	0.00120813837552015	0.0000546112486196263	11.32014153091	4.32657253065573	0.463606968141487	TBX18	2.74243482318815	-
7955694	7955694	0.00121198518098059	0.0000550476237022217	11.3029998134425	4.31807994402269	0.347281527308084	IGFBP6	2.93626187922678	+
7931097	7931097	0.00130302065191202	0.0000616546831412636	11.0614666753245	4.19689595916177	0.305545386478113	HTRA1	2.99992027118185	+
7971104	7971104	0.00131286098560141	0.0000623743411780361	11.0370105829591	4.18446513626014	0.774875658351594	TRPC4	2.4461482000417	-
8056206	8056206	0.00138660381075894	0.0000674833017024166	10.8724188971364	4.10002024479742	0.443142867352799	RBMS1	2.9512460313071	-
8155048	8155048	0.00138815998556347	0.0000676019868592216	10.8687712017257	4.098133150671	0.373613977463281	RUSC2	2.79552686462401	+
7904025	7904025	0.00143667122766301	0.0000709423371600556	10.7690921168392	4.04629961720741	0.40081293599594	WNT2B	2.67832080954883	+
8105229	8105229	0.00149262318151985	0.0000753355570686746	10.6460920230471	3.98162439542931	0.377758394456785	PELO	2.81522956393053	+
7956856	7956856	0.00150358540347555	0.0000764795149690233	10.6154444104238	3.96538498196459	0.750213332402077	MSRB3	2.60332870271342	+
8094911	8094911	0.00154572306896203	0.0000795793195369209	10.5350359535517	3.92253967589711	0.772002792393733	ATP10D	2.59108256584144	+
8094520	8094520	0.00154996811055898	0.0000799122844424707	10.5266184990209	3.91803434948695	0.468008042803945	PCDH7	2.70984827214254	+
7898655	7898655	0.00167225903903622	0.0000900777509038104	10.2878277178303	3.78860916805318	0.402444928917895	CDA	2.76088952631833	+
8122150	8122150	0.00179398083183098	0.0000999257388598276	10.0849452965656	3.67613559762706	0.46014973255455	EYA4	2.62662627303482	+
8103415	8103415	0.00179667064585767	0.00010052266010468	10.0734107584208	3.66967014397947	0.862920878485277	FAM198B	2.60966393198116	-
7912136	7912136	0.0019560998891623	0.000115577316089253	9.80655200751452	3.51790123739034	0.7303189608831	UTS2	2.37712385540065	-
8109843	8109843	0.00195670622848798	0.000116064707877094	9.79860598978906	3.51331688913051	0.468539862575265	DOCK2	2.63538991533442	+
8042788	8042788	0.00198443734554005	0.000118493410974654	9.75958646685882	3.49074940302788	0.587348524636332	ACTG2	3.01615456112374	+
8143629	8143629	0.00212448099035438	0.00013215228424004	9.5563455384268	3.37168527697414	0.504501234452462	OR2A9P	2.59562978244645	-
8072626	8072626	0.002145011788626	0.000134310393799913	9.52649726689482	3.35398180343137	0.568990728858114	TIMP3	2.8451738850386	+
7961514	7961514	0.00218495000969178	0.000137771978582094	9.47977815297605	3.32615840354948	0.636856933429493	MGP	2.16460203941615	-
8012883	8012883	0.00221869360587235	0.000141240342629664	9.43432992370211	3.29895799238923	0.326203135245695	HS3ST3A1	2.87427716260264	-
7932407	7932407	0.00227221162163868	0.000146859629268996	9.36340942585101	3.25624646787284	0.804448355702527	ST8SIA6	2.35773987479409	-
8081219	8081219	0.00246267716205672	0.000166789403413946	9.13539997405704	3.11668825338354	0.541636384266725	ST3GAL6	2.38605150602262	+
8160439	8160439	0.00246764208770795	0.000167354706112306	9.12940591199386	3.11297255583151	0.513120919462553	MIR31	2.54669500324778	-
8081235	8081235	0.00260144896391521	0.000180534328333338	8.99603378553973	3.0296612080799	0.485988934389579	COL8A1	2.41463464230619	+
8075635	8075635	0.00268403787442278	0.000188840138808743	8.91772011472563	2.98016944715058	0.316244350989924	TIMP3	2.55174239654353	-
7973336	7973336	0.00285924826626028	0.000210445423087635	8.73159779693834	2.86080633411795	0.602737757949615	MMP14	2.84143921527784	+
8075637	8075637	0.00300604190040659	0.000227306283982355	8.60127742320227	2.77573879666621	0.490990867762426	LARGE	2.82002762074875	-
8027348	8027348	0.00302416388955954	0.000230267235921105	8.57956288668385	2.76144276802678	0.518945208100266	ZNF730	2.6814688607433	+
8083594	8083594	0.00328926608134408	0.00026093494113939	8.37225540739519	2.62317199299944	0.457040668117802	PTX3	2.71726188541805	+
8122457	8122457	0.00342127031491513	0.000276170113907787	8.27962606451484	2.56032388172561	0.5519073731102	STX11	2.81358512724628	+
8023727	8023727	0.00343282654935638	0.000277421581848299	8.27228443655945	2.55531399072563	0.518387952691067	DSEL	2.8931819215587	-
