"B_cell"	"T_cell.CD4"	"T_cell.CD8"	"Neutrophil"	"Macrophage"	"DC"
"TCGA-60-2715-01A"	0	0	0	0	1.29636604642304	0
"TCGA-60-2716-01A"	0	0	0	0.437507547412631	0	0
"TCGA-60-2719-01A"	0	0	0	0	0.627235061314987	0
"TCGA-60-2720-01A"	0	0	1.84610056438789	0	0	0
"TCGA-60-2721-01A"	0	0	0	0	0.875932718303066	0
"TCGA-60-2722-01A"	0	0	0	0	0	0.507011090707737
"TCGA-60-2723-01A"	0	0	0.972015209742469	0	0	0
"TCGA-60-2724-01A"	0	0	0	1.14095718563997	0	0
"TCGA-60-2725-01A"	0	0	0	1.41440053654103	0	0
"TCGA-60-2726-01A"	0	0.652284392538941	0	0	0	0
"TCGA-63-5128-01A"	0	0	0	0.716454684833807	0	0
"TCGA-63-5131-01A"	0	0	0	0.715557386743435	0	0
"TCGA-63-6202-01A"	0	0	0	0	1.48463594189422	0
"TCGA-63-7020-01A"	0	0	1.17348905837125	0	0	0
"TCGA-63-7021-01A"	0	0	0	1.01773850019234	0	0
"TCGA-63-7022-01A"	0	0	0	0	1.60845416055724	0
"TCGA-63-7023-01A"	0	0	0	0.522281408839085	0	0
"TCGA-63-A5M9-01A"	0	0	0	0.548069165651169	0	0
"TCGA-63-A5MB-01A"	0.557605630435342	0	0	0	0	0
"TCGA-63-A5MG-01A"	0	0	0	0.997394755447285	0	0
"TCGA-63-A5MH-01A"	0	0	0.702812259828082	0	0	0
"TCGA-63-A5MI-01A"	0	0.422568911346687	0	0	0	0
"TCGA-63-A5MJ-01A"	0	0	0.724097182166802	0	0	0
"TCGA-63-A5ML-01A"	0	0	0.644171188008426	0	0	0
"TCGA-63-A5MM-01A"	0	0	0	0	0	1.78992081127302
"TCGA-63-A5MN-01A"	0	0	0	0	0	2.3593359518177
"TCGA-63-A5MP-01A"	0	0.804219249337966	0	0	0	0
"TCGA-63-A5MR-01A"	0	0	0	1.11553230531414	0	0
"TCGA-63-A5MS-01A"	0	0	0	0	1.10653143738482	0
"TCGA-63-A5MT-01A"	0	0	0	1.06437454587501	0	0
"TCGA-63-A5MU-01A"	0	0	0	0.403474725219534	0	0
"TCGA-63-A5MV-01A"	0	0	0	0	0.899611198129724	0
"TCGA-63-A5MW-01A"	0	0	0.922861876606849	0	0	0
"TCGA-63-A5MY-01A"	0	0	0	0.434454350962013	0	0
"TCGA-66-2727-01A"	0	0	0	0	0.686337137641186	0
"TCGA-66-2734-01A"	0	0	0	1.2533000851599	0	0
"TCGA-66-2737-01A"	1.05445551823234	0	0	0	0	0
"TCGA-66-2742-01A"	0	0	0	0.896337971375374	0	0
"TCGA-66-2744-01A"	0	0	0	0	0	1.75294318566416
"TCGA-66-2753-01A"	0	0	1.33795535079492	0	0	0
"TCGA-66-2754-01A"	0.38010872227627	0	0	0	0	0
"TCGA-66-2755-01A"	0	0	0	1.43283937634961	0	0
"TCGA-66-2756-01A"	0	0.610652317903659	0	0	0	0
"TCGA-66-2757-01A"	0.718110667638289	0	0	0	0	0
"TCGA-66-2758-01A"	0	0	0	0.770315057976236	0	0
"TCGA-66-2759-01A"	0	0	0	0.85922869351254	0	0
"TCGA-66-2763-01A"	0	0	0	0.798980977014373	0	0
"TCGA-66-2765-01A"	0	0	1.55706619774329	0	0	0
"TCGA-66-2766-01A"	0	0	0	0	0.604412948553129	0
"TCGA-66-2767-01A"	0	0	0	0	1.28576152341161	0
"TCGA-66-2768-01A"	0	0	0	1.5518036787543	0	0
"TCGA-66-2769-01A"	0	0	0	1.40201710331966	0	0
"TCGA-66-2770-01A"	0	0	0	0	0.917711578900185	0
"TCGA-66-2771-01A"	0	0	0	1.27644661853254	0	0
"TCGA-66-2773-01A"	0	0	0	0.943362486808412	0	0
"TCGA-66-2777-01A"	0	0	0	0	0	1.068069433888
"TCGA-66-2778-01A"	0	0	0	1.10950261604605	0	0
"TCGA-66-2780-01A"	0	0	0	1.19947794570983	0	0
"TCGA-66-2781-01A"	0	0	0	0.855165518978435	0	0
"TCGA-66-2782-01A"	0	0	0	1.08123986860991	0	0
"TCGA-66-2783-01A"	0	0	0	0.702896572081259	0	0
"TCGA-66-2785-01A"	0	0	0	1.29353462424333	0	0
"TCGA-66-2786-01A"	0	0	0	0	0.989575323825973	0
"TCGA-66-2787-01A"	0	0	0	0	0.625026057193315	0
"TCGA-66-2788-01A"	0	0	0	1.44322714957958	0	0
"TCGA-66-2789-01A"	0	0	0	0	0.974753071825715	0
"TCGA-66-2790-01A"	0	0	0	0.992586411663574	0	0
"TCGA-66-2791-01A"	1.04261307825919	0	0	0	0	0
"TCGA-66-2792-01A"	0	0	0.589802037561682	0	0	0
"TCGA-66-2793-01A"	0	0	0.415965111788266	0	0	0
"TCGA-66-2794-01A"	0.919687129875732	0	0	0	0	0
"TCGA-66-2795-01A"	0	0	0	0	0.970876745397642	0
"TCGA-66-2800-01A"	0	0	0	0	0.914965480593472	0
"TCGA-68-7755-01A"	0	0	0.48594823221438	0	0	0
"TCGA-68-7756-01A"	0	0	0.980998987922162	0	0	0
"TCGA-68-7757-01B"	0	0.974759077266164	0	0	0	0
"TCGA-68-8250-01A"	0	0.95152181669289	0	0	0	0
"TCGA-68-8251-01A"	0	0	1.06087558053051	0	0	0
"TCGA-68-A59I-01A"	0	1.01540760416942	0	0	0	0
"TCGA-68-A59J-01A"	0	0	0.941941972656943	0	0	0
"TCGA-6A-AB49-01A"	0	0.622612120663096	0	0	0	0
"TCGA-70-6722-01A"	0	0	1.82428775665095	0	0	0
"TCGA-70-6723-01A"	0	0	0.421155959953382	0	0	0
"TCGA-77-6842-01A"	0	0	0	1.06509255159958	0	0
"TCGA-77-6843-01A"	0	0	0.535218575684208	0	0	0
"TCGA-77-6844-01A"	0	0.560255504714047	0	0	0	0
"TCGA-77-6845-01A"	0	0	0.458832735804847	0	0	0
"TCGA-77-7138-11A"	0	0	0	0	1.18899818092188	0
"TCGA-77-7138-01A"	0	0	0.927293042268396	0	0	0
"TCGA-77-7139-01A"	0	0.45625781420994	0	0	0	0
"TCGA-77-7140-01A"	0	0	0.515283072280178	0	0	0
"TCGA-77-7141-01A"	0.526966861437646	0	0	0	0	0
"TCGA-77-7142-11A"	0	0	0	0	1.2222561115591	0
"TCGA-77-7142-01A"	0	0	0	0	0.70640625181715	0
"TCGA-77-7335-11A"	0	0	0	0	1.73041096698652	0
"TCGA-77-7335-01A"	0	0	0	0	1.60848166641394	0
"TCGA-77-7337-11A"	0	0	0	0	1.54263954199223	0
"TCGA-77-7337-01A"	0	0	0	1.22940889960211	0	0
"TCGA-77-7338-11A"	0	1.36337292403835	0	0	0	0
"TCGA-77-7338-01A"	0	0	0	0	0	1.2059420644934
"TCGA-77-7463-01A"	0	0	0	0.592275227381461	0	0
"TCGA-77-7465-01A"	0	0	0.867769773399621	0	0	0
"TCGA-77-8007-11A"	0	0	0	0	2.12521082610103	0
"TCGA-77-8007-01A"	0	0	0	0	0	1.49780312376763
"TCGA-77-8008-11A"	0	0	0	0	1.5663465046205	0
"TCGA-77-8008-01A"	0	0	2.04598450757505	0	0	0
"TCGA-77-8009-01A"	0	0	0	0	0	0.682677089119816
"TCGA-77-8128-01A"	0	0	0.456398912786162	0	0	0
"TCGA-77-8130-01A"	0	0	0	0	0	1.70983834729844
"TCGA-77-8131-01A"	0	0	0	0	0	1.83638496175306
"TCGA-77-8133-01A"	0.845429330210999	0	0	0	0	0
"TCGA-77-8136-01A"	1.43548070919828	0	0	0	0	0
"TCGA-77-8138-01A"	0	0	0	0	0	1.29762042084297
"TCGA-77-8139-01A"	0	0.657751335533363	0	0	0	0
"TCGA-77-8140-01A"	0	0	0	0.535857774792085	0	0
"TCGA-77-8143-01A"	0	0	0	0.514968813099958	0	0
"TCGA-77-8144-01A"	0	0.671735218377719	0	0	0	0
"TCGA-77-8145-01A"	0	0	0.924618158599638	0	0	0
"TCGA-77-8146-01A"	0	0	0	0	0	0.891136393597366
"TCGA-77-8148-01A"	0	0.538553722612419	0	0	0	0
"TCGA-77-8150-01A"	0	0	0	0	0.729237200789651	0
"TCGA-77-8153-01A"	0	0	0.428422059729111	0	0	0
"TCGA-77-8154-01A"	0	0	0	0.451254327394	0	0
"TCGA-77-8156-01A"	0	0	0	0	0.960594885345452	0
"TCGA-77-A5FZ-01A"	1.90873004843188	0	0	0	0	0
"TCGA-77-A5G1-01A"	0	0	0	0	0	1.37347131625001
