"B_cell"	"T_cell.CD4"	"T_cell.CD8"	"Neutrophil"	"Macrophage"	"DC"
"TCGA-AN-A046-01A"	0	0	0	0	0	1.05276021791261
"TCGA-AN-A049-01A"	0.915368584286884	0	0	0	0	0
"TCGA-AN-A04A-01A"	0	0	0	0	0.747628485498898	0
"TCGA-AN-A04C-01A"	0.781882344504786	0	0	0	0	0
"TCGA-AN-A04D-01A"	0	0	0	0.627577963453401	0	0
"TCGA-AN-A0AJ-01A"	0	0	0	0	0.948645455309454	0
"TCGA-AN-A0AK-01A"	0	0	0	0	0.527557090525453	0
"TCGA-AN-A0AL-01A"	0	0	0	1.19028564726862	0	0
"TCGA-AN-A0AM-01A"	0	0	0	1.09072889159508	0	0
"TCGA-AN-A0AR-01A"	0	0	0	0	0.624283347830024	0
"TCGA-AN-A0AS-01A"	0	0	0	0	0.977938703141912	0
"TCGA-AN-A0AT-01A"	0	0	0	0.88305833282585	0	0
"TCGA-AN-A0FD-01A"	0	0	0	0	0.806592666895944	0
"TCGA-AN-A0FF-01A"	0	0	0	0	0.892071787044008	0
"TCGA-AN-A0FJ-01A"	0	0	0	0.902280054593293	0	0
"TCGA-AN-A0FK-01A"	0	0	0	0	0.600126581610021	0
"TCGA-AN-A0FL-01A"	0	0	0	0.729815406672754	0	0
"TCGA-AN-A0FN-01A"	0	1.59889532577523	0	0	0	0
"TCGA-AN-A0FS-01A"	0	0	0.853097667707558	0	0	0
"TCGA-AN-A0FT-01A"	0	0	0	0	0.785721652390496	0
"TCGA-AN-A0FV-01A"	0	0	0	0	0.703060654803395	0
"TCGA-AN-A0FW-01A"	0	0	0	0	0.565060716743854	0
"TCGA-AN-A0FX-01A"	0	0.847602057451156	0	0	0	0
"TCGA-AN-A0FY-01A"	0	0.661601889397945	0	0	0	0
"TCGA-AN-A0FZ-01A"	0	0	0	0	0.704999732856615	0
"TCGA-AN-A0G0-01A"	0	0	0	0.913965544830019	0	0
"TCGA-AN-A0XL-01A"	0	0	0.863899751199338	0	0	0
"TCGA-AN-A0XN-01A"	0	0	0	0	1.29026926348375	0
"TCGA-AN-A0XO-01A"	0	0	0.635706469875182	0	0	0
"TCGA-AN-A0XP-01A"	0	0.675052479508265	0	0	0	0
"TCGA-AN-A0XR-01A"	0	0	0.619000884684919	0	0	0
"TCGA-AN-A0XS-01A"	0.94496463297952	0	0	0	0	0
"TCGA-AN-A0XT-01A"	0	0	0.601107195256605	0	0	0
"TCGA-AN-A0XU-01A"	0	0	0	1.23073660733337	0	0
"TCGA-AN-A0XV-01A"	0	0	0.841833102701522	0	0	0
"TCGA-AN-A0XW-01A"	0	0	0	0	1.35036505539413	0
"TCGA-AO-A03L-01A"	0	0.747512179119409	0	0	0	0
"TCGA-AO-A03M-01B"	1.12437072769339	0	0	0	0	0
"TCGA-AO-A03N-01B"	0	0.73416382620171	0	0	0	0
"TCGA-AO-A03O-01A"	0	0	0	0.727046449525593	0	0
"TCGA-AO-A03P-01A"	0	0	0	0.568238304255906	0	0
"TCGA-AO-A03R-01A"	0.819922402647685	0	0	0	0	0
"TCGA-AO-A03T-01A"	0.900254681639663	0	0	0	0	0
"TCGA-AO-A03U-01B"	0	0	0	2.1128457630294	0	0
"TCGA-AO-A03V-01A"	0	0	0.747229010625494	0	0	0
"TCGA-AO-A0J2-01A"	0	0	0	1.21692593678779	0	0
"TCGA-AO-A0J3-01A"	0	0	0	0	0.453954571784985	0
"TCGA-AO-A0J4-01A"	0	1.38100092802221	0	0	0	0
"TCGA-AO-A0J5-01A"	0	0	0	0	0.860122188241148	0
"TCGA-AO-A0J6-01A"	0	0	0	1.34998952377149	0	0
"TCGA-AO-A0J7-01A"	0	0	0.471417757710307	0	0	0
"TCGA-AO-A0J8-01A"	0.919203583699653	0	0	0	0	0
"TCGA-AO-A0J9-01A"	0	0	0	0	1.31193980311318	0
"TCGA-AO-A0JA-01A"	0	0	0	0	0.975217333334761	0
"TCGA-AO-A0JB-01A"	0	0.811564669044273	0	0	0	0
"TCGA-AO-A0JC-01A"	0	2.8101840192844	0	0	0	0
"TCGA-AO-A0JD-01A"	0	0	0	0.662763874506282	0	0
"TCGA-AO-A0JE-01A"	0	0	0	0	0	1.51265869495078
"TCGA-AO-A0JF-01A"	0	0	0	0	1.09588024659425	0
"TCGA-AO-A0JG-01A"	0	0.963554280017855	0	0	0	0
"TCGA-AO-A0JI-01A"	0	0.451771140700102	0	0	0	0
"TCGA-AO-A0JJ-01A"	0	0	0	0	0	1.25858010461954
"TCGA-AO-A0JL-01A"	0	0	0	0.932314429054001	0	0
"TCGA-AO-A0JM-01A"	0	0	0.799937316223125	0	0	0
"TCGA-AO-A124-01A"	0	0	0	1.06579990478631	0	0
"TCGA-AO-A125-01A"	0	0.589988152833964	0	0	0	0
"TCGA-AO-A126-01A"	0	0.9282977857205	0	0	0	0
"TCGA-AO-A128-01A"	0	0	0	2.30221183805829	0	0
"TCGA-AO-A129-01A"	0	0	0	1.23015824952269	0	0
"TCGA-AO-A12A-01A"	0.922034433494391	0	0	0	0	0
"TCGA-AO-A12B-01A"	0	0	0	0	0.616917467781376	0
"TCGA-AO-A12C-01A"	0	0	0	0	0.752820161289199	0
"TCGA-AO-A12D-01A"	1.36705027845367	0	0	0	0	0
